axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
Nord,5,2019,TGV,ARRAS,PARIS NORD,51,312,306,6,,,230,,10,,,,,,54,,16,,,,,,8,5,0.21,0.14,0.43,0.09,0.07,0.06,18,56,9,3
Nord,6,2019,TGV,ARRAS,PARIS NORD,51,326,305,21,,,238,,8,,,,,,55,,17,,,,,,6,4,0.04,0.23,0.4,0.07,0.21,0.05,19,34,8,1
Nord,7,2019,TGV,ARRAS,PARIS NORD,51,331,308,23,0,,244,,7,,,,,,60,,17,,,,,,6,4,0.12,0.28,0.39,0.16,0.03,0.02,19,34,7,1
Nord,8,2019,TGV,ARRAS,PARIS NORD,51,243,241,2,0,,172,,6,,,,,,38,,15,,,,,,5,3,0.06,0.28,0.36,0.22,0.03,0.05,10,33,4,1
,9,2018,TGV,AVIGNON TGV,PARIS-LYON,161,535,534,1,,,287,,9,,,,,,81,,38,,,,,,5,6,0.24,0.26,0.24,0.22,0.02,0.02,56,6,32,18
,10,2018,TGV,AVIGNON TGV,PARIS-LYON,160,518,515,3,,,290,,10,,,,,,114,,39,,,,,,5,10,0.18,0.33,0.30000000000000004,0.12,0.04,0.03,80,10,44,16
,11,2018,TGV,AVIGNON TGV,PARIS-LYON,160,522,520,2,,,267,,8,,,,,,95,,45,,,,,,4,9,0.31,0.26,0.2,0.16,0.04,0.03,64,9,45,23
,12,2018,TGV,AVIGNON TGV,PARIS-LYON,163,422,419,3,,,116,,7,,,,,,56,,28,,,,,,2,5,0.30000000000000004,0.07,0.21,0.27,0.09,0.06,32,5,17,3
,1,2019,TGV,AVIGNON TGV,PARIS-LYON,165,385,382,3,,,128,,11,,,,,,68,,30,,,,,,4,6,0.42,0.24,0.12,0.15,0.05,0.02,54,6,25,8
,2,2019,TGV,AVIGNON TGV,PARIS-LYON,165,356,350,6,,,160,,15,,,,,,51,,62,,,,,Accidents de personne,7,10,0.1,0.47,0.18,0.14,0.06,0.05,37,10,24,16
,3,2019,TGV,AVIGNON TGV,PARIS-LYON,165,393,388,5,,,155,,8,,,,,,37,,27,,,,,,3,4,0.26,0.32,0.37,0.05,0,0,22,4,12,5
Sud-Est,4,2019,TGV,AVIGNON TGV,PARIS-LYON,165,379,376,3,,,153,,8,,,,,,39,,30,,,,,,3,3,0.22,0.24,0.27,0.19,0.03,0.05,23,3,10,6
Sud-Est,5,2019,TGV,AVIGNON TGV,PARIS-LYON,166,441,405,36,,,259,,5,,,,,,50,,39,,,,,,3,5,0.35,0.25,0.25,0.12,0.02,0.01,33,52,18,10
Sud-Est,6,2019,TGV,AVIGNON TGV,PARIS-LYON,165,425,403,22,,,295,,5,,,,,,58,,33,,,,,,3,5,0.16,0.26,0.25,0.19,0.07,0.07,38,44,19,9
Sud-Est,7,2019,TGV,AVIGNON TGV,PARIS-LYON,164,513,509,4,0,,402,,7,,,,,,92,,32,,,,,,6,6,0.16,0.24,0.22,0.23,0.11,0.04,69,38,36,7
Sud-Est,8,2019,TGV,AVIGNON TGV,PARIS-LYON,164,491,491,0,0,,425,,7,,,,,,100,,28,,,,,,6,6,0.27,0.25,0.25,0.13,0.05,0.05,66,35,30,11
,9,2018,TGV,BELLEGARDE (AIN),PARIS-LYON,163,229,228,1,,,71,,6,,,,,,26,,24,,,,,,2,3,0.14,0.27,0.41,0.09,0.09,0,18,3,4,1
,10,2018,TGV,BELLEGARDE (AIN),PARIS-LYON,163,235,235,0,,,100,,4,,,,,,28,,29,,,,,,2,3,0.18,0.39,0.29,0.04,0.1,0,20,3,7,4
,11,2018,TGV,BELLEGARDE (AIN),PARIS-LYON,163,219,216,3,,,119,,5,,,,,,29,,44,,,,,,3,6,0.38,0.17,0.24,0.14,0.07,0,22,6,14,7
,12,2018,TGV,BELLEGARDE (AIN),PARIS-LYON,163,245,244,1,,,165,,7,,,,,,26,,28,,,,,,5,3,0.15,0.15,0.35,0.23,0.12,0,22,3,8,2
,1,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,163,253,253,0,,,184,,5,,,,,,30,,34,,,,,,4,4,0.5,0.25,0.21,0.04,0,0,20,4,9,4
,2,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,163,218,217,1,,,160,,8,,,,,,23,,61,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",6,6,0.05,0.62,0.19,0.05,0.05,0.04,15,6,8,7
,3,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,163,256,256,0,,,188,,5,,,,,,30,,34,,,,,,4,3,0.21,0.25,0.32,0.11,0.04,0.07,28,3,10,3
Sud-Est,4,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,162,224,223,1,,,148,,4,,,,,,13,,20,,,,,,3,0,0.17,0.08,0.58,0.17,0,0,9,0,0,0
Sud-Est,5,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,163,226,226,0,,,186,,4,,,,,,27,,35,,,,,,3,4,0.4,0.16,0.28,0.12,0,0.04,25,40,12,4
Sud-Est,6,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,164,218,218,0,,,200,,5,,,,,,30,,50,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,4,6,0.27,0.33,0.30000000000000004,0.03,0,0.07,23,61,14,7
Sud-Est,7,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,163,227,219,8,0,,208,,7,,,,,,29,,21,,,,,,6,5,0.28,0.31,0.31,0.03,0,0.07,19,42,8,2
Sud-Est,8,2019,TGV,BELLEGARDE (AIN),PARIS-LYON,162,187,187,0,0,,182,,6,,,,,,20,,27,,,,,,5,3,0.05,0.1,0.55,0.15,0.05,0.1,15,32,6,1
,9,2018,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,193,191,2,,,29,,9,,,,,,26,,25,,,,,,1,4,0.08,0.35,0.27,0.23,0.07,0,18,4,5,1
,10,2018,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,197,195,2,,,28,,6,,,,,,20,,26,,,,,,1,4,0.15,0.2,0.4,0.1,0.15,0,12,4,4,2
,11,2018,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,131,197,195,2,,,32,,16,,,,,,21,,56,,,,,,2,6,0.48,0.33,0.1,0.05,0.04,0,19,6,11,6
,12,2018,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,195,193,2,,,46,,5,,,,,,8,,27,,,,,,1,1,0.5,0.25,0.13,0,0.12,0,4,1,2,2
,1,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,205,205,0,,,44,,6,,,,,,18,,32,,,,,,1,3,0.56,0.11,0.22,0.11,0,0,14,3,5,2
,2,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,184,183,1,,,37,,8,,,,,,11,,52,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",1,3,0.1,0.8,0,0.1,0,0,9,3,7,5
,3,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,202,202,0,,,39,,4,,,,,,11,,24,,,,,,1,1,0.19,0.18,0.36,0.27,0,0,5,1,2,1
Sud-Est,4,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,188,188,0,,,67,,5,,,,,,12,,23,,,,,,2,1,0,0.12,0,0.44,0.44,0,6,1,2,1
Sud-Est,5,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,195,195,0,,,136,,2,,,,,,8,,29,,,,,,1,1,0.13,0.5,0,0,0.25,0.12,7,31,3,0
Sud-Est,6,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,131,196,193,3,,,134,,3,,,,,,17,,51,,,,,Heurt d'une personne à Paris Bercy. demande de secours ECR à Dijon. heurt de personne à Maisons Alfort,2,4,0.29,0.18,0.29,0.12,0.12,0,14,59,10,4
Sud-Est,7,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,190,190,0,0,,135,,4,,,,,,11,,48,,,,,"Le 02 Juillet  ce sont  les conséquences des intempéries de fin de soirée de la veille en région AURA avec fermetures de ligne SAG Chambéry, SAG Moirans, Annecy Aix et Grenoble Chambéry qui impacte fortement notre régularité.   
Le 07 Juillet  cette journée est marquée par le décontrôle d’aiguille sur LN 1 vers Le Creusot TGV
Le 09 Juillet un dérangement de commutateur à Pasilly affecte 46 TGV .
Le 23 Juillet  c’est un incendie aux abord des voies vers Cavaillon et 2 décontroles d’aiguille à Pasilly suite à un défaut de graissage qui nous font chuter notre régularité",3,2,0.27,0.36,0.1,0.18,0,0.09,8,62,5,4
Sud-Est,8,2019,TGV,BESANCON-FRANCHE-COMTE-TGV,PARIS-LYON,132,172,172,0,0,,127,,2,,,,,,7,,33,,,,,,2,1,0.42,0.29,0.29,0,0,0,5,42,3,1
,9,2018,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,147,784,783,1,,,281,,8,,,,,,107,,24,,,,,,3,5,0.15,0.39,0.2,0.15,0.06,0.05,66,5,24,3
,10,2018,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,147,797,795,2,,,230,,9,,,,,,117,,24,,,,,,3,5,0.15,0.36,0.27,0.11,0.07,0.04,66,5,22,6
,11,2018,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,144,808,788,20,,,232,,11,,,,,,117,,31,,,,,,3,6,0.27,0.23,0.25,0.16,0.03,0.06,85,6,32,10
,12,2018,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142,839,830,9,,,198,,10,,,,,,104,,28,,,,,,2,5,0.34,0.24,0.24,0.13,0.01,0.04,74,5,27,8
,1,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142,896,861,35,,,187,,14,,,,,,106,,44,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues) et l'incendie d'une armoire électrique entre Montauban et Toulouse (17 TGV impactés pour 269' perdues), 
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues). ",3,7,0.36,0.29,0.17,0.16,0.01,0.01,74,7,46,16
,2,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142,807,793,14,,,189,,8,,,,,,82,,29,,,,,,2,4,0.23,0.13,0.30000000000000004,0.27,0.05,0.02,55,4,20,5
,3,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142,894,868,26,,,183,,20,,,,,,112,,49,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : les vents violents imposent des limitations de vitesse (27 TGV impactés pour 221 minutes perdues) et la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes pour 724 minutes perdues), 
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues), et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues), 
- le 20 : l'incendie d'une maison aux abords des voies près de Toulouse qui impactera les circulations jusqu'au 26/03 (19 TGV impactés pour 1271 minutes perdues),
- le 25 : l'envahissement des voies à Vendôme par les salariés d'Arjowiggins (56 TGV impactés pour 4488 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues),
- le 27 : la défaillance matériel d'un TGV vers Vendôme (14 TGV impactés pour 320 minutes perdues). ",4,8,0.376,0.23900000000000002,0.165,0.202,0,0.018000000000000002,82,8,55,24
Atlantique,4,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,143,812,810,2,,,133,,7,,,,,,64,,27,,,,,,1,3,0.22,0.31,0.16,0.2,0.06,0.05,48,3,20,2
Atlantique,5,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,143,858,846,12,,,277,,3,,,,,,51,,22,,,,,,1,2,0.16,0.27,0.22,0.18,0.08,0.09,33,28,8,1
Atlantique,6,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,148,960,833,127,,,409,,13,,,,,,167,,55,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues). ",6,13,0.26,0.38,0.18,0.11,0.03,0.04,144,65,80,37
Atlantique,7,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,147,808,799,9,0,,411,,10,,,,,,133,,37,,,,,,5,7,0.36,0.19,0.19,0.14,0.04,0.08,97,46,49,16
Atlantique,8,2019,TGV,BORDEAUX ST JEAN,PARIS MONTPARNASSE,147,797,752,45,0,,359,,7,,,,,,88,,30,,,,,,3,5,0.38,0.28,0.14,0.11,0.02,0.07,62,38,21,9
,9,2018,TGV,BORDEAUX ST JEAN,PARIS VAUGIRARD,140,54,54,0,,,7,,8,,,,,,3,,42,,,,,"Soin matériel roulant, ralentissement forfaitaire, attente execution service voy, intervention SUGE, obstacle sur voies",1,3,0.34,0.33,0,0.33,0,0,3,3,1,1
,10,2018,TGV,BORDEAUX ST JEAN,PARIS VAUGIRARD,140,59,59,0,,,9,,21,,,,,,6,,65,,,,,,3,7,0.17,0.17,0.17,0.49,0,0,4,7,2,2
,11,2018,TGV,BORDEAUX ST JEAN,PARIS VAUGIRARD,143,60,60,0,,,10,,4,,,,,,5,,38,,,,,,1,1,0.6000000000000001,0.2,0.2,0,0,0,4,1,3,1
,12,2018,TGV,BORDEAUX ST JEAN,PARIS VAUGIRARD,144,16,16,0,,,3,,36,,,,,,3,,42,,,,,,7,8,0,0,0.33,0.67,0,0,2,8,2,1
,9,2018,TGV,BORDEAUX ST JEAN,TOURCOING,299,31,31,0,,,7,,4,,,,,,4,,28,,,,,,1,7,0,0,0.75,0,0,0.25,4,7,2,0
,10,2018,TGV,BORDEAUX ST JEAN,TOURCOING,301,28,28,0,,,7,,3,,,,,,6,,43,,,,,,1,12,0,0,0.75,0.25,0,0,6,12,4,1
,11,2018,TGV,BORDEAUX ST JEAN,TOURCOING,300,28,28,0,,,6,,2,,,,,,3,,45,,,,,"Dérangement d'installation, Collision au 5130, Espacement, Attente éxécution service voy",1,7,0.34,0.33,0.33,0,0,0,3,7,2,1
,12,2018,TGV,BORDEAUX ST JEAN,TOURCOING,301,30,30,0,,,8,,3,,,,,,1,,25,,,,,,1,4,0,1,0,0,0,0,1,4,0,0
,1,2019,TGV,BORDEAUX ST JEAN,TOURCOING,302,31,30,1,,,7,,6,,,,,,2,,33,,,,,,1,5,0,0,1,0,0,0,2,5,1,0
,2,2019,TGV,BORDEAUX ST JEAN,TOURCOING,303,28,28,0,,,6,,2,,,,,,1,,16,,,,,,1,1,1,0,0,0,0,0,1,1,0,0
,3,2019,TGV,BORDEAUX ST JEAN,TOURCOING,301,29,28,1,,,6,,3,,,,,,1,,32,,,,,,1,2,1,0,0,0,0,0,1,2,1,0
OUIGO,4,2019,TGV,BORDEAUX ST JEAN,TOURCOING,298,6,6,0,,,1,,3,,,,,,1,,76,,,,,,0,14,0,1,0,0,0,0,1,14,1,1
OUIGO,5,2019,TGV,BORDEAUX ST JEAN,TOURCOING,301,25,25,0,,,9,,5,,,,,,2,,23,,,,,,2,5,0.5,0,0,0.5,0,0,2,23,0,0
OUIGO,6,2019,TGV,BORDEAUX ST JEAN,TOURCOING,301,29,29,0,,,16,,21,,,,,,4,,71,,,,,,12,13,0.25,0.25,0,0.5,0,0,4,71,4,2
OUIGO,7,2019,TGV,BORDEAUX ST JEAN,TOURCOING,299,10,10,0,0,,6,,7,,,,,,1,,27,,,,,,4,6,1,0,0,0,0,0,1,27,0,0
OUIGO,8,2019,TGV,BORDEAUX ST JEAN,TOURCOING,299,5,5,0,0,,1,,0,,,,,,,,,,,,,,0,2,,,,,,,0,,0,0
,9,2018,TGV,BREST,PARIS MONTPARNASSE,231,265,263,2,,,9,,27,,,,,,17,,32,,,,,,1,5,0.33,0.33,0.07,0.13,0.07,0.07,17,5,5,1
,10,2018,TGV,BREST,PARIS MONTPARNASSE,231,270,268,2,,,11,,10,,,,,,29,,33,,,,,,0,6,0.19,0.35,0.07,0.39,0,0,29,6,9,3
,11,2018,TGV,BREST,PARIS MONTPARNASSE,228,273,272,1,,,10,,8,,,,,,40,,27,,,,,,0,7,0.39,0.21,0.18,0.18,0,0.04,40,7,11,1
,12,2018,TGV,BREST,PARIS MONTPARNASSE,226,268,267,1,,,9,,10,,,,,,21,,35,,,,,,0,6,0.25,0.25,0.25,0.25,0,0,21,6,5,3
,1,2019,TGV,BREST,PARIS MONTPARNASSE,226,264,263,1,,,14,,14,,,,,,30,,58,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV impactés pour 232' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues). ",1,9,0.30000000000000004,0.33,0.2,0.17,0,0,30,9,16,11
,2,2019,TGV,BREST,PARIS MONTPARNASSE,227,254,254,0,,,5,,4,,,,,,13,,48,,,,,"Ce mois-ci, cette destination a été touchée par :
- le 12 : un dérangement d'installation sur la ligne à grande vitesse Bretagne-Pays de la Loire (15 TGV impactés pour 487 minutes perdues),
- le 13 : un dérangement d'installation sur la ligne à grande vitesse Bretagne-Pays de la Loire (15 TGV impactés pour 487 minutes perdues), 
- le 13 : un dérangement d'installation sur la ligne à grande vitesse Atlantique ( 26 TGV impactés pour 424 minutes perdues), 
- le 15 : une panne d'un TGV vers Massy TGV (20 TGV impactés pour 253 minutes perdues), 
- le 23 : l'évacuation de la gare de Rennes pour une forte odeur de gaz (17 TGV impactés pour 934 minutes perdues),
- le 25 : le heurt d'un animal par un train OUIGO sur la ligne à grande vitesse Atlantique (16 TGV impactés pour 1069 minutes perdues).",0,5,0.36,0.27,0.1,0.18,0.09,0,13,5,7,3
,3,2019,TGV,BREST,PARIS MONTPARNASSE,227,279,275,4,,,9,,9,,,,,,23,,55,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues), la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues) et la présence d'une personne aux abords des voies vers St-Brieuc (5 TGV impactés pour 230 minutes perdues),
- le 26 : la défaillance matériel d'un TGV vers Guingamp ( 5 TGV impactés pour 618 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues). ",0,7,0.45,0.2,0.15,0.2,0,0,23,7,14,7
Atlantique,4,2019,TGV,BREST,PARIS MONTPARNASSE,227,262,261,1,,,75,,92,,,,,,17,,29,,,,,,27,4,0.47,0.2,0.06,0.27,0,0,17,4,5,1
Atlantique,5,2019,TGV,BREST,PARIS MONTPARNASSE,226,275,271,4,,,141,,68,,,,,,13,,34,,,,,,35,3,0.5,0.17,0.08,0.25,0,0,13,34,3,1
Atlantique,6,2019,TGV,BREST,PARIS MONTPARNASSE,231,278,263,15,,,128,,23,,,,,,27,,49,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un accident de personne sur un Intercités vers Le Mans (18 TGV impactés pour 581 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues), 
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : la présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 28 :  le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues) et  une absence d'alimentation électrique entre Rennes et La Brohinière  (9 TGV impactés pour 1166 minutes perdues).",11,7,0.4,0.36,0.04,0.16,0,0.04,27,49,13,6
Atlantique,7,2019,TGV,BREST,PARIS MONTPARNASSE,231,296,262,34,0,,152,,35,,,,,,17,,39,,,,,,20,5,0.29,0.41,0.06,0.24,0,0,17,39,7,2
Atlantique,8,2019,TGV,BREST,PARIS MONTPARNASSE,231,249,246,3,0,,136,,36,,,,,,19,,34,,,,,,20,4,0.32,0.26,0.05,0.32,0,0.05,19,34,8,1
,9,2018,TGV,CHAMBERY CHALLES LES EAUX,PARIS-LYON,185,189,188,1,,,116,,17,,,,,,69,,31,,,,,,10,12,0.19,0.37,0.30000000000000004,0.06,0.06,0.02,57,12,20,8
,10,2018,TGV,CHAMBERY CHALLES LES EAUX,PARIS-LYON,183,191,190,1,,,119,,15,,,,,,56,,37,,,,,,9,13,0.2,0.15,0.45,0.15,0.02,0.03,45,13,20,6
